guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00199,poor_sleep,Ngủ kém,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Ngủ kém ở nhóm người ưu tiên tăng cơ: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00200,poor_sleep,Ngủ kém,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Ngủ kém ở nhóm người ưu tiên tăng cơ: Giảm volume/tải ngắn hạn, ưu tiên hồi phục và cường độ vừa. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00201,fatigue,Mệt mỏi tích lũy,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm dân văn phòng: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00202,fatigue,Mệt mỏi tích lũy,office_worker,Dân văn phòng,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm dân văn phòng: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00203,fatigue,Mệt mỏi tích lũy,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm dân văn phòng: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00204,fatigue,Mệt mỏi tích lũy,office_worker,Dân văn phòng,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm dân văn phòng: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00205,fatigue,Mệt mỏi tích lũy,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm dân văn phòng: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00206,fatigue,Mệt mỏi tích lũy,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm sinh viên: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00207,fatigue,Mệt mỏi tích lũy,student,Sinh viên,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm sinh viên: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00208,fatigue,Mệt mỏi tích lũy,student,Sinh viên,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm sinh viên: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00209,fatigue,Mệt mỏi tích lũy,student,Sinh viên,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm sinh viên: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00210,fatigue,Mệt mỏi tích lũy,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm sinh viên: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00211,fatigue,Mệt mỏi tích lũy,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người bận rộn: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00212,fatigue,Mệt mỏi tích lũy,busy_parent,Người bận rộn,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người bận rộn: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00213,fatigue,Mệt mỏi tích lũy,busy_parent,Người bận rộn,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người bận rộn: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00214,fatigue,Mệt mỏi tích lũy,busy_parent,Người bận rộn,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người bận rộn: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00215,fatigue,Mệt mỏi tích lũy,busy_parent,Người bận rộn,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người bận rộn: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00216,fatigue,Mệt mỏi tích lũy,overweight_beginner,Người thừa cân mới tập,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người thừa cân mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00217,fatigue,Mệt mỏi tích lũy,overweight_beginner,Người thừa cân mới tập,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người thừa cân mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00218,fatigue,Mệt mỏi tích lũy,overweight_beginner,Người thừa cân mới tập,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người thừa cân mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00219,fatigue,Mệt mỏi tích lũy,overweight_beginner,Người thừa cân mới tập,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người thừa cân mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00220,fatigue,Mệt mỏi tích lũy,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người thừa cân mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00221,fatigue,Mệt mỏi tích lũy,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người gầy mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00222,fatigue,Mệt mỏi tích lũy,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người gầy mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00223,fatigue,Mệt mỏi tích lũy,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người gầy mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00224,fatigue,Mệt mỏi tích lũy,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người gầy mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00225,fatigue,Mệt mỏi tích lũy,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người gầy mới tập: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00226,fatigue,Mệt mỏi tích lũy,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người tập tại nhà: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00227,fatigue,Mệt mỏi tích lũy,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người tập tại nhà: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00228,fatigue,Mệt mỏi tích lũy,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người tập tại nhà: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00229,fatigue,Mệt mỏi tích lũy,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người tập tại nhà: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00230,fatigue,Mệt mỏi tích lũy,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người tập tại nhà: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00231,fatigue,Mệt mỏi tích lũy,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người ưu tiên sức mạnh: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00232,fatigue,Mệt mỏi tích lũy,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người ưu tiên sức mạnh: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00233,fatigue,Mệt mỏi tích lũy,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người ưu tiên sức mạnh: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00234,fatigue,Mệt mỏi tích lũy,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người ưu tiên sức mạnh: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00235,fatigue,Mệt mỏi tích lũy,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người ưu tiên sức mạnh: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00236,fatigue,Mệt mỏi tích lũy,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Mệt mỏi tích lũy ở nhóm người ưu tiên tăng cơ: Theo dõi deload, giảm set và tăng ngày nghỉ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00237,fatigue,Mệt mỏi tích lũy,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Mệt mỏi tích lũy ở nhóm người ưu tiên tăng cơ: Theo dõi deload, giảm set và tăng ngày nghỉ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00238,fatigue,Mệt mỏi tích lũy,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Mệt mỏi tích lũy ở nhóm người ưu tiên tăng cơ: Theo dõi deload, giảm set và tăng ngày nghỉ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00239,fatigue,Mệt mỏi tích lũy,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Mệt mỏi tích lũy ở nhóm người ưu tiên tăng cơ: Theo dõi deload, giảm set và tăng ngày nghỉ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00240,fatigue,Mệt mỏi tích lũy,hypertrophy_trainee,Người ưu tiên tăng cơ,warning_signs,Dấu hiệu cần thận trọng,"Mệt mỏi tích lũy ở nhóm người ưu tiên tăng cơ: Theo dõi deload, giảm set và tăng ngày nghỉ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00241,desk_posture,Ngồi nhiều/tư thế xấu,office_worker,Dân văn phòng,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm dân văn phòng: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00242,desk_posture,Ngồi nhiều/tư thế xấu,office_worker,Dân văn phòng,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm dân văn phòng: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00243,desk_posture,Ngồi nhiều/tư thế xấu,office_worker,Dân văn phòng,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm dân văn phòng: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00244,desk_posture,Ngồi nhiều/tư thế xấu,office_worker,Dân văn phòng,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm dân văn phòng: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00245,desk_posture,Ngồi nhiều/tư thế xấu,office_worker,Dân văn phòng,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm dân văn phòng: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00246,desk_posture,Ngồi nhiều/tư thế xấu,student,Sinh viên,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm sinh viên: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00247,desk_posture,Ngồi nhiều/tư thế xấu,student,Sinh viên,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm sinh viên: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00248,desk_posture,Ngồi nhiều/tư thế xấu,student,Sinh viên,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm sinh viên: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00249,desk_posture,Ngồi nhiều/tư thế xấu,student,Sinh viên,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm sinh viên: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00250,desk_posture,Ngồi nhiều/tư thế xấu,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm sinh viên: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00251,desk_posture,Ngồi nhiều/tư thế xấu,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người bận rộn: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00252,desk_posture,Ngồi nhiều/tư thế xấu,busy_parent,Người bận rộn,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người bận rộn: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00253,desk_posture,Ngồi nhiều/tư thế xấu,busy_parent,Người bận rộn,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người bận rộn: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00254,desk_posture,Ngồi nhiều/tư thế xấu,busy_parent,Người bận rộn,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người bận rộn: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00255,desk_posture,Ngồi nhiều/tư thế xấu,busy_parent,Người bận rộn,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người bận rộn: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00256,desk_posture,Ngồi nhiều/tư thế xấu,overweight_beginner,Người thừa cân mới tập,training_modification,Điều chỉnh bài tập,"Ngồi nhiều/tư thế xấu ở nhóm người thừa cân mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00257,desk_posture,Ngồi nhiều/tư thế xấu,overweight_beginner,Người thừa cân mới tập,recovery,Hồi phục,"Ngồi nhiều/tư thế xấu ở nhóm người thừa cân mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00258,desk_posture,Ngồi nhiều/tư thế xấu,overweight_beginner,Người thừa cân mới tập,nutrition,Dinh dưỡng,"Ngồi nhiều/tư thế xấu ở nhóm người thừa cân mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00259,desk_posture,Ngồi nhiều/tư thế xấu,overweight_beginner,Người thừa cân mới tập,load_management,Quản lý tải,"Ngồi nhiều/tư thế xấu ở nhóm người thừa cân mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00260,desk_posture,Ngồi nhiều/tư thế xấu,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Ngồi nhiều/tư thế xấu ở nhóm người thừa cân mới tập: Tăng vận động trong ngày, tập lưng trên, core và mobility ngực-hông. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
