exercise_id,exercise_name_vi,exercise_name_en,aliases_vi,category,subcategory,movement_pattern,primary_muscles,primary_muscles_vi,secondary_muscles,secondary_muscles_vi,equipment,equipment_vi,difficulty,difficulty_vi,mechanics,is_unilateral,is_compound,force_type,setup,execution_steps,breathing,common_errors,regressions,progressions,contraindications,hypertrophy_rep_range,strength_rep_range,endurance_rep_range,rest_seconds_default,tempo_default,tags
EX00063,Incline Dumbbell Curl,Incline Dumbbell Curl,incline curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00064,Hammer Curl,Hammer Curl,hammer curl,strength,biceps_isolation,horizontal_pull,forearms|biceps,"Cẳng tay, Tay trước",forearms,Cẳng tay,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00065,Cable Curl,Cable Curl,cable curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,cable,Cáp,beginner,Mới bắt đầu,controlled,False,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00066,Preacher Curl máy,Machine Preacher Curl,preacher curl,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,machine,Máy tập,beginner,Mới bắt đầu,controlled,False,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00067,Concentration Curl,Concentration Curl,curl tập trung,strength,biceps_isolation,horizontal_pull,biceps,Tay trước,forearms,Cẳng tay,dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,True,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00068,Reverse Curl,Reverse Curl,reverse curl,strength,biceps_isolation,horizontal_pull,forearms|biceps,"Cẳng tay, Tay trước",forearms,Cẳng tay,barbell,Tạ đòn,beginner,Mới bắt đầu,controlled,False,False,pull,"Đứng hoặc ngồi vững, khuỷu tay gần thân, ngực mở.","Co khuỷu tay để nâng tạ mà không vung vai, dừng ngắn ở đỉnh rồi hạ chậm.","Thở ra khi cuốn tạ, hít vào khi hạ.",Đung đưa thân; khuỷu tay trôi ra trước; cổ tay gập quá mức.,"Giảm tải, dùng cable hoặc machine để dễ kiểm soát.","Thêm tempo chậm, thêm set, thêm pause đỉnh.",Cẩn trọng nếu đau khuỷu hoặc cổ tay.,8-15,5-8,15-25,45,2-1-2-1,tay trước|biceps|isolation
EX00069,Back Squat,Back Squat,squat lưng,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00070,Front Squat,Front Squat,front squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00071,Goblet Squat,Goblet Squat,goblet squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00072,Smith Machine Squat,Smith Machine Squat,smith squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",smith_machine,Máy smith,beginner,Mới bắt đầu,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00073,Hack Squat máy,Hack Squat,hack squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",machine,Máy tập,beginner,Mới bắt đầu,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00074,Leg Press,Leg Press,đạp đùi,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",machine,Máy tập,beginner,Mới bắt đầu,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00075,Box Squat,Box Squat,box squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",box|bench,"Box, Ghế tập",beginner,Mới bắt đầu,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00076,Safety Bar Squat,Safety Bar Squat,safety bar squat,strength,squat,squat,quads|glutes,"Đùi trước, Mông",adductors|hamstrings|core,"Khép đùi, Đùi sau, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,push,"Đặt chân chắc, cột sống trung tính, core siết trước khi hạ.","Hạ hông xuống theo quỹ đạo ổn định, đầu gối theo hướng mũi chân và đứng lên bằng cách đạp sàn mạnh.","Hít sâu trước khi hạ, giữ áp lực thân, thở ra khi qua điểm khó.",Gót nhấc; đầu gối sụp vào trong; gập lưng; hạ quá nông hoặc mất kiểm soát đáy.,"Dùng goblet squat, box squat hoặc giảm tải.","Tăng tải, thêm pause squat, chuyển sang front/back squat tự do.","Cẩn trọng nếu đau gối, hông, lưng dưới.",5-12,3-5,12-20,90,3-1-1-0,chân|quads|squat|compound
EX00077,Forward Lunge,Forward Lunge,lunge bước tới,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00078,Reverse Lunge,Reverse Lunge,lunge bước lùi,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00079,Walking Lunge,Walking Lunge,walking lunge,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00080,Bulgarian Split Squat,Bulgarian Split Squat,split squat bulgarian,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",dumbbell|bench,"Tạ đơn, Ghế tập",intermediate,Trung cấp,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00081,Step-Up,Step-Up,step up,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",box,Box,intermediate,Trung cấp,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00082,Deficit Reverse Lunge,Deficit Reverse Lunge,deficit reverse lunge,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",dumbbell,Tạ đơn,intermediate,Trung cấp,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00083,Curtsy Lunge,Curtsy Lunge,curtsy lunge,strength,lunge,lunge,quads|glutes,"Đùi trước, Mông",hamstrings|adductors|core,"Đùi sau, Khép đùi, Core",bodyweight,Trọng lượng cơ thể,beginner,Mới bắt đầu,controlled,True,True,push,"Đứng thẳng, trọng tâm ổn định, bàn chân bám đất.","Bước chân theo biến thể, hạ thân có kiểm soát, gối và mũi chân cùng hướng, đạp mạnh để trở lại.","Hít vào khi hạ, thở ra khi đứng lên.",Bước quá ngắn làm gối trôi trước quá nhiều; nghiêng thân mất kiểm soát; bàn chân trước không chắc.,Tập bodyweight hoặc giữ điểm tựa.,"Thêm tạ, tăng ROM, thêm pause đáy.",Cẩn trọng nếu đau gối hoặc mất thăng bằng.,8-15 mỗi bên,5-8 mỗi bên,15-25 mỗi bên,60,2-1-1-0,chân|unilateral|glutes|quads
EX00084,Conventional Deadlift,Conventional Deadlift,deadlift truyền thống,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,90,3-1-1-0,hinge|mông|đùi sau|compound
EX00085,Romanian Deadlift,Romanian Deadlift,RDL,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",barbell,Tạ đòn,intermediate,Trung cấp,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,90,3-1-1-0,hinge|mông|đùi sau|compound
EX00086,Dumbbell Romanian Deadlift,Dumbbell Romanian Deadlift,RDL tạ đơn,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",dumbbell,Tạ đơn,beginner,Mới bắt đầu,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,90,3-1-1-0,hinge|mông|đùi sau|compound
EX00087,Trap Bar Deadlift,Trap Bar Deadlift,trap bar deadlift,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",trap_bar,Trap bar,beginner,Mới bắt đầu,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,90,3-1-1-0,hinge|mông|đùi sau|compound
EX00088,Good Morning,Good Morning,good morning,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",barbell,Tạ đòn,advanced,Nâng cao,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,75,3-1-1-0,hinge|mông|đùi sau|compound
EX00089,Kettlebell Swing,Kettlebell Swing,kb swing,strength,hinge,hinge,glutes|hamstrings,"Mông, Đùi sau",spinal_erectors|core,"Cơ dựng sống, Core",kettlebell,Kettlebell,intermediate,Trung cấp,explosive,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,75,1-0-X-0,hinge|mông|đùi sau|compound
EX00090,Cable Pull-Through,Cable Pull-Through,pull through,strength,hinge,hinge,hamstrings|glutes,"Đùi sau, Mông",spinal_erectors|core,"Cơ dựng sống, Core",cable,Cáp,beginner,Mới bắt đầu,controlled,False,True,pull,"Bắt đầu với hông lùi ra sau, cột sống trung tính, xương sườn gọn.",Đẩy hông ra sau để tạo căng đùi sau rồi duỗi hông mạnh để đứng lên; giữ tạ sát thân nếu là deadlift/RDL.,"Hít sâu khi xuống, thở ra khi duỗi hông hoặc qua điểm khó.",Lưng tròn; gối trôi quá nhiều thành squat; tạ rời xa thân; ngửa cổ.,Dùng cable pull-through hoặc dumbbell RDL nhẹ.,"Tăng tải, thêm pause ở stretch, chuyển sang deadlift tự do.","Cẩn trọng nếu đau lưng dưới, đau gân kheo hoặc kỹ thuật chưa vững.",5-12,2-5,12-20,75,3-1-1-0,hinge|mông|đùi sau|compound
EX00091,Hip Thrust với tạ đòn,Barbell Hip Thrust,hip thrust,strength,glute_bridge,glute_bridge,glutes,Mông,hamstrings|core,"Đùi sau, Core",barbell|bench,"Tạ đòn, Ghế tập",intermediate,Trung cấp,controlled,False,True,push,"Đặt vai hoặc lưng trên đúng vị trí, xương sườn gọn, cằm hơi thu.","Duỗi hông đến khi thân và đùi gần thẳng hàng, siết mông mạnh ở đỉnh rồi hạ có kiểm soát.","Hít vào khi hạ, thở ra khi đẩy hông lên.",Ưỡn lưng thay vì duỗi hông; bàn chân đặt sai vị trí; không khóa core.,Bắt đầu với glute bridge bodyweight.,"Tăng tải, thêm pause đỉnh, chuyển sang single-leg hoặc barbell.",Cẩn trọng nếu đau lưng dưới khi setup sai.,8-20,5-8,15-30,60,2-1-2-2,mông|glute|hip thrust
EX00092,Glute Bridge,Glute Bridge,glute bridge,strength,glute_bridge,glute_bridge,glutes,Mông,hamstrings|core,"Đùi sau, Core",bodyweight|bench,"Trọng lượng cơ thể, Ghế tập",beginner,Mới bắt đầu,controlled,False,False,push,"Đặt vai hoặc lưng trên đúng vị trí, xương sườn gọn, cằm hơi thu.","Duỗi hông đến khi thân và đùi gần thẳng hàng, siết mông mạnh ở đỉnh rồi hạ có kiểm soát.","Hít vào khi hạ, thở ra khi đẩy hông lên.",Ưỡn lưng thay vì duỗi hông; bàn chân đặt sai vị trí; không khóa core.,Bắt đầu với glute bridge bodyweight.,"Tăng tải, thêm pause đỉnh, chuyển sang single-leg hoặc barbell.",Cẩn trọng nếu đau lưng dưới khi setup sai.,8-20,5-8,15-30,60,2-1-2-2,mông|glute|hip thrust
EX00093,Single-Leg Glute Bridge,Single-Leg Glute Bridge,glute bridge 1 chân,strength,glute_bridge,glute_bridge,glutes,Mông,hamstrings|core,"Đùi sau, Core",bodyweight|bench,"Trọng lượng cơ thể, Ghế tập",beginner,Mới bắt đầu,controlled,True,False,push,"Đặt vai hoặc lưng trên đúng vị trí, xương sườn gọn, cằm hơi thu.","Duỗi hông đến khi thân và đùi gần thẳng hàng, siết mông mạnh ở đỉnh rồi hạ có kiểm soát.","Hít vào khi hạ, thở ra khi đẩy hông lên.",Ưỡn lưng thay vì duỗi hông; bàn chân đặt sai vị trí; không khóa core.,Bắt đầu với glute bridge bodyweight.,"Tăng tải, thêm pause đỉnh, chuyển sang single-leg hoặc barbell.",Cẩn trọng nếu đau lưng dưới khi setup sai.,8-20,5-8,15-30,60,2-1-2-2,mông|glute|hip thrust
EX00094,Hip Thrust máy,Machine Hip Thrust,hip thrust machine,strength,glute_bridge,glute_bridge,glutes,Mông,hamstrings|core,"Đùi sau, Core",machine|bench,"Máy tập, Ghế tập",beginner,Mới bắt đầu,controlled,False,True,push,"Đặt vai hoặc lưng trên đúng vị trí, xương sườn gọn, cằm hơi thu.","Duỗi hông đến khi thân và đùi gần thẳng hàng, siết mông mạnh ở đỉnh rồi hạ có kiểm soát.","Hít vào khi hạ, thở ra khi đẩy hông lên.",Ưỡn lưng thay vì duỗi hông; bàn chân đặt sai vị trí; không khóa core.,Bắt đầu với glute bridge bodyweight.,"Tăng tải, thêm pause đỉnh, chuyển sang single-leg hoặc barbell.",Cẩn trọng nếu đau lưng dưới khi setup sai.,8-20,5-8,15-30,60,2-1-2-2,mông|glute|hip thrust
