plan_exercise_id,plan_day_id,plan_id,exercise_order,exercise_id,sets,reps,rir_target,rest_seconds,tempo,superset_group,note
WPE000386,WPD00067,WP0020,3,EX00021,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000387,WPD00067,WP0020,4,EX00030,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000388,WPD00067,WP0020,5,EX00029,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000389,WPD00067,WP0020,6,EX00139,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000390,WPD00068,WP0020,1,EX00179,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000391,WPD00068,WP0020,2,EX00082,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000392,WPD00068,WP0020,3,EX00101,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000393,WPD00068,WP0020,4,EX00099,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000394,WPD00068,WP0020,5,EX00186,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000395,WPD00068,WP0020,6,EX00187,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000396,WPD00069,WP0020,1,EX00053,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000397,WPD00069,WP0020,2,EX00048,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000398,WPD00069,WP0020,3,EX00061,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000399,WPD00069,WP0020,4,EX00150,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000400,WPD00069,WP0020,5,EX00064,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000401,WPD00069,WP0020,6,EX00154,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000402,WPD00070,WP0020,1,EX00199,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000403,WPD00070,WP0020,2,EX00197,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000404,WPD00070,WP0020,3,EX00111,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000405,WPD00070,WP0020,4,EX00194,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000406,WPD00070,WP0020,5,EX00113,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000407,WPD00071,WP0021,1,EX00076,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000408,WPD00071,WP0021,2,EX00189,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000409,WPD00071,WP0021,3,EX00013,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000410,WPD00071,WP0021,4,EX00052,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000411,WPD00071,WP0021,5,EX00104,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000412,WPD00071,WP0021,6,EX00115,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000413,WPD00072,WP0021,1,EX00076,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000414,WPD00072,WP0021,2,EX00178,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000415,WPD00072,WP0021,3,EX00044,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000416,WPD00072,WP0021,4,EX00047,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000417,WPD00072,WP0021,5,EX00111,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000418,WPD00072,WP0021,6,EX00127,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000419,WPD00073,WP0021,1,EX00193,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000420,WPD00073,WP0021,2,EX00122,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000421,WPD00073,WP0021,3,EX00110,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000422,WPD00073,WP0021,4,EX00195,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000423,WPD00073,WP0021,5,EX00116,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000424,WPD00074,WP0022,1,EX00083,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000425,WPD00074,WP0022,2,EX00085,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000426,WPD00074,WP0022,3,EX00036,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000427,WPD00074,WP0022,4,EX00058,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000428,WPD00074,WP0022,5,EX00199,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000429,WPD00074,WP0022,6,EX00117,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000430,WPD00075,WP0022,1,EX00083,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000431,WPD00075,WP0022,2,EX00088,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000432,WPD00075,WP0022,3,EX00140,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000433,WPD00075,WP0022,4,EX00147,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000434,WPD00075,WP0022,5,EX00196,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000435,WPD00075,WP0022,6,EX00130,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000436,WPD00076,WP0022,1,EX00121,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000437,WPD00076,WP0022,2,EX00192,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000438,WPD00076,WP0022,3,EX00114,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000439,WPD00076,WP0022,4,EX00197,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000440,WPD00076,WP0022,5,EX00118,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000441,WPD00077,WP0023,1,EX00044,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000442,WPD00077,WP0023,2,EX00142,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000443,WPD00077,WP0023,3,EX00033,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000444,WPD00077,WP0023,4,EX00028,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000445,WPD00077,WP0023,5,EX00036,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000446,WPD00077,WP0023,6,EX00029,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000447,WPD00078,WP0023,1,EX00079,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000448,WPD00078,WP0023,2,EX00183,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000449,WPD00078,WP0023,3,EX00099,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000450,WPD00078,WP0023,4,EX00097,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000451,WPD00078,WP0023,5,EX00085,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000452,WPD00078,WP0023,6,EX00184,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000453,WPD00079,WP0023,1,EX00058,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000454,WPD00079,WP0023,2,EX00060,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000455,WPD00079,WP0023,3,EX00151,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000456,WPD00079,WP0023,4,EX00149,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000457,WPD00079,WP0023,5,EX00155,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000458,WPD00079,WP0023,6,EX00154,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000459,WPD00080,WP0023,1,EX00118,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000460,WPD00080,WP0023,2,EX00106,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000461,WPD00080,WP0023,3,EX00195,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000462,WPD00080,WP0023,4,EX00113,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000463,WPD00080,WP0023,5,EX00111,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000464,WPD00081,WP0024,1,EX00042,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000465,WPD00081,WP0024,2,EX00140,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000466,WPD00081,WP0024,3,EX00002,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000467,WPD00081,WP0024,4,EX00041,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000468,WPD00081,WP0024,5,EX00025,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000469,WPD00081,WP0024,6,EX00031,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000470,WPD00082,WP0024,1,EX00069,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000471,WPD00082,WP0024,2,EX00091,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000472,WPD00082,WP0024,3,EX00088,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000473,WPD00082,WP0024,4,EX00184,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000474,WPD00082,WP0024,5,EX00093,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000475,WPD00082,WP0024,6,EX00095,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000476,WPD00083,WP0024,1,EX00152,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000477,WPD00083,WP0024,2,EX00155,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000478,WPD00083,WP0024,3,EX00057,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000479,WPD00083,WP0024,4,EX00149,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000480,WPD00083,WP0024,5,EX00153,3,8-15,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000481,WPD00083,WP0024,6,EX00060,3,8-15,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000482,WPD00084,WP0024,1,EX00117,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000483,WPD00084,WP0024,2,EX00119,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000484,WPD00084,WP0024,3,EX00104,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000485,WPD00084,WP0024,4,EX00116,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000486,WPD00084,WP0024,5,EX00114,3,8-15,1-2,45,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000487,WPD00085,WP0025,1,EX00168,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000488,WPD00085,WP0025,2,EX00184,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000489,WPD00085,WP0025,3,EX00140,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000490,WPD00085,WP0025,4,EX00068,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000491,WPD00085,WP0025,5,EX00197,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000492,WPD00085,WP0025,6,EX00119,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000493,WPD00086,WP0025,1,EX00173,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000494,WPD00086,WP0025,2,EX00177,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000495,WPD00086,WP0025,3,EX00164,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000496,WPD00086,WP0025,4,EX00051,3,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000497,WPD00086,WP0025,5,EX00195,3,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000498,WPD00086,WP0025,6,EX00200,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000499,WPD00087,WP0025,1,EX00069,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000500,WPD00087,WP0025,2,EX00101,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000501,WPD00087,WP0025,3,EX00042,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000502,WPD00087,WP0025,4,EX00154,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000503,WPD00087,WP0025,5,EX00196,3,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000504,WPD00087,WP0025,6,EX00114,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000505,WPD00088,WP0026,1,EX00071,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000506,WPD00088,WP0026,2,EX00183,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000507,WPD00088,WP0026,3,EX00028,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000508,WPD00088,WP0026,4,EX00051,3,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000509,WPD00088,WP0026,5,EX00199,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000510,WPD00088,WP0026,6,EX00128,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000511,WPD00089,WP0026,1,EX00074,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000512,WPD00089,WP0026,2,EX00085,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000513,WPD00089,WP0026,3,EX00017,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000514,WPD00089,WP0026,4,EX00067,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000515,WPD00089,WP0026,5,EX00109,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000516,WPD00089,WP0026,6,EX00120,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000517,WPD00090,WP0026,1,EX00083,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000518,WPD00090,WP0026,2,EX00094,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000519,WPD00090,WP0026,3,EX00022,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000520,WPD00090,WP0026,4,EX00067,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000521,WPD00090,WP0026,5,EX00108,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000522,WPD00090,WP0026,6,EX00127,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000523,WPD00091,WP0027,1,EX00077,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000524,WPD00091,WP0027,2,EX00190,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000525,WPD00091,WP0027,3,EX00006,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000526,WPD00091,WP0027,4,EX00148,3,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000527,WPD00091,WP0027,5,EX00104,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000528,WPD00091,WP0027,6,EX00200,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000529,WPD00092,WP0027,1,EX00070,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000530,WPD00092,WP0027,2,EX00095,4,3-6,2,90,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000531,WPD00092,WP0027,3,EX00015,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000532,WPD00092,WP0027,4,EX00159,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000533,WPD00092,WP0027,5,EX00105,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000534,WPD00092,WP0027,6,EX00203,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000535,WPD00093,WP0027,1,EX00070,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000536,WPD00093,WP0027,2,EX00187,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000537,WPD00093,WP0027,3,EX00002,4,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000538,WPD00093,WP0027,4,EX00058,3,3-6,2,120,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000539,WPD00093,WP0027,5,EX00107,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000540,WPD00093,WP0027,6,EX00114,3,6-10,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000541,WPD00094,WP0028,1,EX00166,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000542,WPD00094,WP0028,2,EX00088,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000543,WPD00094,WP0028,3,EX00016,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000544,WPD00094,WP0028,4,EX00051,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000545,WPD00094,WP0028,5,EX00111,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000546,WPD00094,WP0028,6,EX00204,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000547,WPD00095,WP0028,1,EX00072,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000548,WPD00095,WP0028,2,EX00181,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000549,WPD00095,WP0028,3,EX00014,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000550,WPD00095,WP0028,4,EX00147,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000551,WPD00095,WP0028,5,EX00197,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000552,WPD00095,WP0028,6,EX00122,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000553,WPD00096,WP0028,1,EX00197,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000554,WPD00096,WP0028,2,EX00115,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000555,WPD00096,WP0028,3,EX00109,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000556,WPD00096,WP0028,4,EX00192,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000557,WPD00096,WP0028,5,EX00196,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000558,WPD00097,WP0029,1,EX00169,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000559,WPD00097,WP0029,2,EX00190,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000560,WPD00097,WP0029,3,EX00045,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000561,WPD00097,WP0029,4,EX00058,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000562,WPD00097,WP0029,5,EX00105,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000563,WPD00097,WP0029,6,EX00205,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000564,WPD00098,WP0029,1,EX00171,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000565,WPD00098,WP0029,2,EX00093,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000566,WPD00098,WP0029,3,EX00143,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000567,WPD00098,WP0029,4,EX00156,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000568,WPD00098,WP0029,5,EX00198,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000569,WPD00098,WP0029,6,EX00117,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000570,WPD00099,WP0029,1,EX00198,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000571,WPD00099,WP0029,2,EX00122,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000572,WPD00099,WP0029,3,EX00105,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000573,WPD00099,WP0029,4,EX00115,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000574,WPD00099,WP0029,5,EX00121,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000575,WPD00100,WP0030,1,EX00082,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000576,WPD00100,WP0030,2,EX00184,3,8-12,1-2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000577,WPD00100,WP0030,3,EX00024,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
WPE000578,WPD00100,WP0030,4,EX00047,3,8-12,2,60,2-1-2-0,,Ưu tiên kỹ thuật sạch và biên độ ổn định.
