meal_plan_id,plan_title_vi,goal_code,goal_name_vi,target_kcal,style_code,style_name_vi,level_code,level_name_vi,meals_per_day,protein_target_g,fat_target_g,carb_target_g,hydration_guideline,meal_timing_note,notes
MP0111,Meal plan Tập tại nhà 2000 kcal - meal prep nhanh,home_training,Tập tại nhà,2000,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,3,112,56,262,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0112,Meal plan Tập tại nhà 2000 kcal - meal prep nhanh,home_training,Tập tại nhà,2000,quick_prep,meal prep nhanh,intermediate,Trung cấp,3,125,56,249,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0113,Meal plan Ưu tiên mông 2400 kcal - cân bằng,glute_focus,Ưu tiên mông,2400,balanced,cân bằng,beginner,Mới bắt đầu,4,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0114,Meal plan Ưu tiên mông 2400 kcal - cân bằng,glute_focus,Ưu tiên mông,2400,balanced,cân bằng,intermediate,Trung cấp,4,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0115,Meal plan Ưu tiên mông 2400 kcal - giàu protein,glute_focus,Ưu tiên mông,2400,high_protein,giàu protein,beginner,Mới bắt đầu,4,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0116,Meal plan Ưu tiên mông 2400 kcal - giàu protein,glute_focus,Ưu tiên mông,2400,high_protein,giàu protein,intermediate,Trung cấp,3,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0117,Meal plan Ưu tiên mông 2400 kcal - ăn chay có sữa/trứng,glute_focus,Ưu tiên mông,2400,vegetarian,ăn chay có sữa/trứng,beginner,Mới bắt đầu,3,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0118,Meal plan Ưu tiên mông 2400 kcal - ăn chay có sữa/trứng,glute_focus,Ưu tiên mông,2400,vegetarian,ăn chay có sữa/trứng,intermediate,Trung cấp,5,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0119,Meal plan Ưu tiên mông 2400 kcal - meal prep nhanh,glute_focus,Ưu tiên mông,2400,quick_prep,meal prep nhanh,beginner,Mới bắt đầu,3,140,67,309,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
MP0120,Meal plan Ưu tiên mông 2400 kcal - meal prep nhanh,glute_focus,Ưu tiên mông,2400,quick_prep,meal prep nhanh,intermediate,Trung cấp,4,156,67,293,Uống đủ nước trong ngày; tăng nước và điện giải khi tập nặng hoặc đổ mồ hôi nhiều.,Chia protein tương đối đều qua các bữa; ưu tiên bữa giàu protein sau tập trong 1-3 giờ.,"Số liệu dinh dưỡng mang tính xấp xỉ; cần chỉnh theo cân nặng, khẩu vị và bệnh lý cá nhân."
