meal_item_id,meal_plan_id,meal_number,meal_name_vi,food_id,portion_factor,estimated_kcal,estimated_protein_g,estimated_carbs_g,estimated_fat_g,estimated_fiber_g,note
MPI000667,MP0061,2,Bữa phụ 1,FD0007,0.8,102.4,20.8,0.0,2.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000668,MP0061,2,Bữa phụ 1,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000669,MP0061,3,Bữa trưa,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000670,MP0061,3,Bữa trưa,FD0022,1.2,103.2,1.9,24.1,0.1,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000671,MP0061,3,Bữa trưa,FD0133,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000672,MP0061,4,Bữa phụ 2,FD0015,0.8,154.4,15.2,7.2,8.8,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000673,MP0061,4,Bữa phụ 2,FD0085,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000674,MP0061,5,Bữa tối,FD0012,1.2,117.6,13.2,4.1,5.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000675,MP0061,5,Bữa tối,FD0025,1.2,189.6,7.0,37.1,1.1,2.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000676,MP0061,5,Bữa tối,FD0096,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000677,MP0061,5,Bữa tối,FD0089,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000678,MP0062,1,Bữa sáng,FD0113,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000679,MP0062,1,Bữa sáng,FD0027,1.0,120.0,4.4,21.3,1.9,2.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000680,MP0062,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000681,MP0062,2,Bữa trưa,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000682,MP0062,2,Bữa trưa,FD0115,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000683,MP0062,2,Bữa trưa,FD0098,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000684,MP0062,2,Bữa trưa,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000685,MP0062,3,Bữa tối,FD0072,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000686,MP0062,3,Bữa tối,FD0080,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000687,MP0062,3,Bữa tối,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000688,MP0062,3,Bữa tối,FD0128,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000689,MP0063,1,Bữa sáng,FD0112,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000690,MP0063,1,Bữa sáng,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000691,MP0063,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000692,MP0063,2,Bữa trưa,FD0063,1.0,360.0,28.0,34.0,11.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000693,MP0063,2,Bữa trưa,FD0049,1.0,31.0,1.0,6.0,0.3,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000694,MP0063,3,Bữa tối,FD0059,1.0,500.0,32.0,48.0,14.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000695,MP0064,1,Bữa sáng,FD0102,1.0,210.0,24.0,0.0,12.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000696,MP0064,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000697,MP0064,2,Bữa trưa,FD0140,1.0,460.0,34.0,52.0,8.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000698,MP0064,3,Bữa phụ,FD0001,0.8,132.0,24.8,0.0,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000699,MP0064,3,Bữa phụ,FD0087,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000700,MP0064,4,Bữa tối,FD0149,1.0,460.0,18.0,68.0,10.0,11.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000701,MP0065,1,Bữa sáng,FD0054,1.0,103.0,8.0,12.0,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000702,MP0065,1,Bữa sáng,FD0114,1.0,99.0,5.1,21.4,0.1,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000703,MP0065,2,Bữa trưa,FD0105,1.2,162.0,34.8,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000704,MP0065,2,Bữa trưa,FD0118,1.2,108.0,1.9,25.2,0.1,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000705,MP0065,2,Bữa trưa,FD0098,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000706,MP0065,3,Bữa phụ,FD0009,0.8,57.6,5.0,0.3,3.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000707,MP0065,3,Bữa phụ,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000708,MP0065,4,Bữa tối,FD0018,1.2,196.8,10.8,32.4,3.1,9.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000709,MP0065,4,Bữa tối,FD0031,1.2,74.4,1.4,18.5,0.2,3.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000710,MP0065,4,Bữa tối,FD0047,1.5,22.5,1.0,5.4,0.2,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000711,MP0065,4,Bữa tối,FD0125,0.5,83.0,2.8,4.5,6.6,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000712,MP0066,1,Bữa sáng,FD0112,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000713,MP0066,1,Bữa sáng,FD0035,1.0,105.0,2.0,23.0,0.8,0.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000714,MP0066,2,Bữa trưa,FD0001,1.2,198.0,37.2,0.0,4.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000715,MP0066,2,Bữa trưa,FD0081,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000716,MP0066,2,Bữa trưa,FD0053,1.5,30.0,3.3,5.8,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000717,MP0066,2,Bữa trưa,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000718,MP0066,3,Bữa phụ,FD0013,0.8,96.0,19.2,2.4,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000719,MP0066,3,Bữa phụ,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000720,MP0066,4,Bữa tối,FD0110,1.2,96.0,12.0,2.4,3.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000721,MP0066,4,Bữa tối,FD0085,1.2,50.4,1.0,12.0,0.5,2.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000722,MP0066,4,Bữa tối,FD0096,1.5,46.5,2.7,10.5,0.2,4.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000723,MP0066,4,Bữa tối,FD0038,0.5,87.0,3.2,3.0,7.5,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000724,MP0067,1,Bữa sáng,FD0113,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000725,MP0067,1,Bữa sáng,FD0025,1.0,158.0,5.8,30.9,0.9,1.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000726,MP0067,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000727,MP0067,2,Bữa trưa,FD0077,1.2,152.4,10.4,27.4,0.6,7.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000728,MP0067,2,Bữa trưa,FD0080,1.2,264.0,6.0,38.4,9.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000729,MP0067,2,Bữa trưa,FD0051,1.5,33.0,4.7,4.9,0.4,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000730,MP0067,2,Bữa trưa,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000731,MP0067,3,Bữa phụ,FD0008,1.0,99.0,24.0,0.2,0.3,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000732,MP0067,3,Bữa phụ,FD0036,0.7,32.2,0.0,8.7,0.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000733,MP0067,4,Bữa tối,FD0068,1.2,116.4,22.8,0.0,1.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000734,MP0067,4,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000735,MP0067,4,Bữa tối,FD0130,1.5,19.5,2.2,3.3,0.3,1.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000736,MP0068,1,Bữa sáng,FD0017,1.0,116.0,9.0,20.0,0.4,8.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000737,MP0068,1,Bữa sáng,FD0083,1.0,26.0,1.0,6.5,0.1,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000738,MP0068,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000739,MP0068,2,Bữa trưa,FD0113,1.2,152.4,10.4,27.4,0.6,7.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000740,MP0068,2,Bữa trưa,FD0026,1.2,130.8,2.2,29.4,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000741,MP0068,2,Bữa trưa,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000742,MP0068,2,Bữa trưa,FD0043,0.5,40.0,1.4,2.1,3.1,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000743,MP0068,3,Bữa tối,FD0103,1.2,246.0,22.8,0.0,16.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000744,MP0068,3,Bữa tối,FD0079,1.2,294.0,11.5,57.6,1.8,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000745,MP0068,3,Bữa tối,FD0134,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000746,MP0068,3,Bữa tối,FD0128,0.5,45.0,0.0,0.0,5.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000747,MP0069,1,Bữa sáng,FD0074,1.0,80.0,10.0,2.0,3.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000748,MP0069,1,Bữa sáng,FD0124,1.0,113.0,1.0,30.0,0.2,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000749,MP0069,1,Bữa sáng,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000750,MP0069,2,Bữa trưa,FD0107,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000751,MP0069,2,Bữa trưa,FD0028,1.2,115.2,4.1,25.2,1.8,2.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000752,MP0069,2,Bữa trưa,FD0097,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000753,MP0069,3,Bữa phụ,FD0109,0.8,81.6,6.6,9.6,1.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000754,MP0069,3,Bữa phụ,FD0120,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000755,MP0069,4,Bữa tối,FD0076,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000756,MP0069,4,Bữa tối,FD0120,1.2,60.0,0.6,15.6,0.1,1.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000757,MP0069,4,Bữa tối,FD0098,1.5,52.5,4.3,6.6,2.2,6.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000758,MP0070,1,Bữa sáng,FD0018,1.0,164.0,9.0,27.0,2.6,7.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000759,MP0070,1,Bữa sáng,FD0034,1.0,69.0,0.7,18.0,0.2,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000760,MP0070,1,Bữa sáng,FD0031,1.0,62.0,1.2,15.4,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000761,MP0070,2,Bữa phụ 1,FD0104,0.8,77.6,15.2,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000762,MP0070,2,Bữa phụ 1,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000763,MP0070,3,Bữa trưa,FD0108,1.2,73.2,4.2,5.6,4.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000764,MP0070,3,Bữa trưa,FD0083,1.2,31.2,1.2,7.8,0.1,0.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000765,MP0070,3,Bữa trưa,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000766,MP0070,4,Bữa phụ 2,FD0008,0.8,79.2,19.2,0.2,0.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000767,MP0070,4,Bữa phụ 2,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000768,MP0070,5,Bữa tối,FD0109,1.2,122.4,9.8,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000769,MP0070,5,Bữa tối,FD0117,1.2,168.0,4.8,28.8,4.2,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000770,MP0070,5,Bữa tối,FD0050,1.5,61.5,1.4,15.0,0.3,4.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000771,MP0070,5,Bữa tối,FD0039,0.5,98.0,2.3,2.0,9.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000772,MP0071,1,Bữa sáng,FD0067,1.0,205.0,19.0,0.0,14.0,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000773,MP0071,1,Bữa sáng,FD0118,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000774,MP0071,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000775,MP0071,2,Bữa trưa,FD0149,1.0,460.0,18.0,68.0,10.0,11.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000776,MP0071,2,Bữa trưa,FD0099,1.0,31.0,1.4,7.4,0.2,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000777,MP0071,3,Bữa tối,FD0145,1.0,390.0,21.0,42.0,14.0,7.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000778,MP0072,1,Bữa sáng,FD0009,1.0,72.0,6.3,0.4,4.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000779,MP0072,1,Bữa sáng,FD0117,1.0,140.0,4.0,24.0,3.5,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000780,MP0072,1,Bữa sáng,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000781,MP0072,2,Bữa trưa,FD0148,1.0,330.0,20.0,34.0,12.0,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000782,MP0072,2,Bữa trưa,FD0053,1.0,20.0,2.2,3.9,0.1,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000783,MP0072,3,Bữa phụ,FD0002,0.8,141.6,19.2,0.0,6.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000784,MP0072,3,Bữa phụ,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000785,MP0072,4,Bữa tối,FD0139,1.0,540.0,32.0,48.0,24.0,5.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000786,MP0073,1,Bữa sáng,FD0014,1.0,144.0,15.7,3.9,8.7,2.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000787,MP0073,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000788,MP0073,1,Bữa sáng,FD0122,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000789,MP0073,2,Bữa phụ 1,FD0069,0.8,108.0,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000790,MP0073,2,Bữa phụ 1,FD0031,1.0,62.0,1.2,15.4,0.2,3.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000791,MP0073,3,Bữa trưa,FD0105,1.2,162.0,34.8,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000792,MP0073,3,Bữa trưa,FD0022,1.2,103.2,1.9,24.1,0.1,3.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000793,MP0073,3,Bữa trưa,FD0046,1.5,25.5,1.8,4.9,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000794,MP0073,4,Bữa phụ 2,FD0077,0.8,101.6,7.0,18.2,0.4,5.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000795,MP0073,4,Bữa phụ 2,FD0030,1.0,95.0,0.5,25.0,0.3,4.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000796,MP0073,5,Bữa tối,FD0054,1.2,123.6,9.6,14.4,2.9,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000797,MP0073,5,Bữa tối,FD0086,1.2,72.0,1.0,18.0,0.5,1.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000798,MP0073,5,Bữa tối,FD0049,1.5,46.5,1.5,9.0,0.4,3.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000799,MP0074,1,Bữa sáng,FD0112,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000800,MP0074,1,Bữa sáng,FD0086,1.0,60.0,0.8,15.0,0.4,1.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000801,MP0074,1,Bữa sáng,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000802,MP0074,2,Bữa phụ 1,FD0075,0.8,96.0,19.2,3.2,1.2,0.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000803,MP0074,2,Bữa phụ 1,FD0121,1.0,42.0,0.8,10.0,0.4,2.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000804,MP0074,3,Bữa trưa,FD0071,1.2,180.0,24.0,14.4,2.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000805,MP0074,3,Bữa trưa,FD0024,1.2,177.6,8.4,30.0,2.8,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000806,MP0074,3,Bữa trưa,FD0133,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000807,MP0074,4,Bữa phụ 2,FD0105,0.8,108.0,23.2,0.0,0.8,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000808,MP0074,4,Bữa phụ 2,FD0033,1.0,57.0,0.7,14.5,0.3,2.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000809,MP0074,5,Bữa tối,FD0112,1.2,158.4,10.7,28.4,0.6,10.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000810,MP0074,5,Bữa tối,FD0082,1.2,108.0,1.9,25.2,0.1,4.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000811,MP0074,5,Bữa tối,FD0047,1.5,22.5,1.0,5.4,0.2,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000812,MP0074,5,Bữa tối,FD0090,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000813,MP0075,1,Bữa sáng,FD0104,1.0,97.0,19.0,0.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000814,MP0075,1,Bữa sáng,FD0027,1.0,120.0,4.4,21.3,1.9,2.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000815,MP0075,2,Bữa trưa,FD0015,1.2,231.6,22.8,10.8,13.2,1.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000816,MP0075,2,Bữa trưa,FD0019,1.2,156.0,2.9,34.4,0.4,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000817,MP0075,2,Bữa trưa,FD0044,1.5,51.0,4.2,9.9,0.6,3.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000818,MP0075,3,Bữa phụ,FD0068,1.0,97.0,19.0,0.0,1.5,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000819,MP0075,4,Bữa tối,FD0105,1.2,162.0,34.8,0.0,1.2,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000820,MP0075,4,Bữa tối,FD0087,1.2,121.2,0.7,32.4,0.2,6.6,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000821,MP0075,4,Bữa tối,FD0129,1.5,34.5,4.3,5.4,0.6,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000822,MP0075,4,Bữa tối,FD0040,0.5,47.0,1.8,1.6,4.0,0.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000823,MP0076,1,Bữa sáng,FD0076,1.0,132.0,8.9,23.7,0.5,8.7,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000824,MP0076,1,Bữa sáng,FD0082,1.0,90.0,1.6,21.0,0.1,3.3,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000825,MP0076,1,Bữa sáng,FD0084,1.0,50.0,0.5,13.0,0.1,1.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000826,MP0076,2,Bữa trưa,FD0008,1.2,118.8,28.8,0.2,0.4,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000827,MP0076,2,Bữa trưa,FD0021,1.2,187.2,7.2,32.4,3.6,4.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000828,MP0076,2,Bữa trưa,FD0133,1.5,37.5,2.8,7.5,0.4,3.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000829,MP0076,2,Bữa trưa,FD0126,0.5,85.0,4.2,2.1,7.0,0.8,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000830,MP0076,3,Bữa tối,FD0002,1.2,212.4,28.8,0.0,9.6,0.0,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000831,MP0076,3,Bữa tối,FD0034,1.2,82.8,0.8,21.6,0.2,1.1,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000832,MP0076,3,Bữa tối,FD0050,1.5,61.5,1.4,15.0,0.3,4.2,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000833,MP0076,3,Bữa tối,FD0091,0.5,43.0,1.3,1.7,3.8,0.9,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000834,MP0077,1,Bữa sáng,FD0077,1.0,127.0,8.7,22.8,0.5,6.4,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
MPI000835,MP0077,1,Bữa sáng,FD0123,1.0,101.0,0.6,27.0,0.2,5.5,Có thể thay bằng thực phẩm tương đương macro nếu cần đổi món.
